longitude,latitude
-87.61308,41.737514
-87.769706,41.921713
-87.593444,41.724184
-87.615036,41.785604
-87.608863,41.810536
-87.723761,41.894573
-87.754456,41.913283
-87.566349,41.765042
-87.735383,41.88231
-87.619137,41.785465
-87.673004,41.78545
-87.684253,41.76222
-87.691028,41.787031
-87.729127,41.904322
-87.707371,41.845865
-87.728339,41.843865
-87.670674,41.754239
-87.707171,41.970817
-87.58777,41.727051
-87.772176,41.977416
-87.681042,41.772416
-87.615856,41.783699
-87.711701,41.909945
-87.625821,41.70939
-87.70071,41.784283
-87.70071,41.784283
-87.718636,41.895548
-87.766755,41.8931
-87.623401,41.763191
-87.705269,41.857363
-87.732592,41.863904
-87.606032,41.653935
-87.734924,41.884681
-87.69342,41.774363
-87.700475,41.878188
-87.700475,41.878188
-87.761952,41.902072
-87.657476,41.929051
-87.636785,41.763388
-87.669873,41.732096
-87.752365,41.902395
-87.698229,41.866592
-87.71303,41.872422
-87.659487,41.962866
-87.617488,41.795924
-87.656081,41.763314
-87.652362,41.864578
-87.616819,41.794353
-87.73617,41.860917
-87.649824,41.963858
-87.627391,41.767404
-87.724244,41.838338
-87.75407,41.890521
-87.760648,41.890971
-87.666171,41.812861
-87.689054,41.769956
-87.630798,41.77493
-87.699627,41.777309
-87.671942,41.744962
-87.66263,41.806628
-87.632058,41.734682
-87.558496,41.751723
-87.566569,41.715429
-87.615458,41.778315
-87.727243,41.858502
-87.615802,41.687494
-87.647757,41.759157
-87.680934,41.767476
-87.669358,42.021029
-87.724474,41.891819
-87.703825,41.863094
-87.735404,41.918998
-87.638829,41.661759
-87.66746,41.893446
-87.626441,41.817168
-87.581953,41.764382
-87.60934,41.764522
-87.668957,41.769726
-87.642356,41.785651
-87.582579,41.765454
-87.690256,41.818454
-87.700794,41.746286
-87.761473,41.882399
-87.605207,41.744905
-87.605207,41.744905
-87.687974,41.764033
-87.605017,41.751396
-87.721069,41.895303
-87.713556,41.83847
-87.653254,41.77273
-87.665509,41.895948
-87.582794,41.745425
-87.672297,41.804274
-87.613067,41.76038
-87.770654,41.900356
-87.703512,41.786828
-87.612864,41.776543
-87.709427,41.99027
-87.635797,41.765616
-87.638245,41.766679
-87.700001,41.739681
-87.619117,41.784609
-87.61594,41.798933
-87.597411,41.809524
-87.718388,41.89533
-87.563657,41.751396
-87.664185,41.728334
-87.643966,41.789697
-87.674808,41.772946
-87.661882,41.777869
-87.633296,41.800418
-87.634509,41.676852
-87.623929,41.816414
-87.550283,41.753891
-87.711559,41.895394
-87.674323,41.771958
-87.664219,41.728622
-87.551273,41.655623
-87.655946,41.777878
-87.716363,41.861853
-87.660821,41.73726
-87.634588,41.767909
-87.634588,41.767909
-87.637426,41.78342
-87.702389,41.896741
-87.627935,41.699568
-87.671568,41.777442
-87.660685,41.789604
-87.726973,41.838512
-87.642602,41.739098
-87.659376,41.864392
-87.720206,41.864266
-87.727103,41.879852
-87.701881,41.825283
-87.621072,41.699619
-87.618216,41.817191
-87.676934,41.795634
-87.661956,41.780188
-87.763647,41.893126
-87.659966,41.761216
-87.733062,41.838804
-87.70877,41.842747
-87.698472,41.781043
-87.6473,41.837457
-87.768271,41.904024
-87.65385,41.7937
-87.647844,41.854227
-87.634116,41.694166
-87.725182,41.870237
-87.734041,41.906054
-87.669393,41.797454
-87.733081,41.90426
-87.695241,41.870958
-87.695241,41.870958
-87.669423,41.79847
-87.711496,41.862123
-87.742527,41.876172
-87.718002,41.891878
-87.575435,41.766359
-87.709586,41.749517
-87.586451,41.775095
-87.565286,41.75889
-87.72551,41.871328
-87.744475,41.949138
-87.769989,41.953028
-87.653739,41.791424
-87.693395,41.764423
-87.709652,41.840315
-87.72376,41.875399
-87.713332,41.95396
-87.660633,41.776314
-87.60526,41.733102
-87.67398,41.740674
-87.56978,41.771514
-87.766738,41.882104
-87.704286,41.819783
-87.630745,41.76064
-87.632826,41.79342
-87.579823,41.791394
-87.657463,41.735981
-87.616306,41.785799
-87.683912,41.749509
-87.640605,41.775231
-87.64978,41.794345
-87.612484,41.756444
-87.688395,41.779774
-87.623524,41.702112
-87.658557,41.789987
-87.704811,41.931104
-87.607242,41.700923
-87.723237,41.86243
-87.554984,41.740338
-87.725153,41.869449
-87.754538,41.907883
-87.642191,41.681786
-87.743891,41.875145
-87.689513,41.776174
-87.672308,42.015155
-87.618409,41.693444
-87.697617,41.93722
-87.573588,41.726247
-87.584866,41.763858
-87.722244,41.89462
-87.649772,41.778939
-87.672814,41.789354
-87.603084,41.823935
-87.676119,41.776258
-87.560973,41.703756
-87.721182,41.849233
-87.624078,41.788577
-87.662585,41.769456
-87.626244,41.878696
-87.615458,41.651936
-87.62979,41.902266
-87.749132,41.876643
-87.620852,41.710957
-87.603611,41.803041
-87.654827,41.865487
-87.715903,41.873453
-87.726046,41.900738
-87.6031,41.745926
-87.715792,41.873167
-87.597736,41.750044
-87.641657,41.895607
-87.65764,41.765986
-87.605288,41.747806
-87.67452,41.807824
-87.624402,41.697235
-87.690429,41.80845
-87.557871,41.750709
-87.562538,41.756336
-87.731609,41.840709
-87.62458,41.756365
-87.718273,41.842933
-87.692569,41.750096
-87.689694,41.859198
-87.712334,41.838491
-87.631152,41.758941
-87.685958,41.811029
-87.634727,41.750664
-87.616118,41.794428
-87.606243,41.811246
-87.727639,41.901317
-87.658732,41.75024
-87.713796,41.89924
-87.652839,41.925498
-87.726398,41.916783
-87.759224,41.888798
-87.616552,41.758097
-87.685044,41.869647
-87.598467,41.758539
-87.588374,41.776842
-87.672827,41.789856
-87.711409,41.886239
-87.638322,41.6803
-87.60815,41.68558
-87.691835,41.979404
-87.722298,41.880877
-87.691087,41.789205
-87.747919,41.899685
-87.627877,41.815651
-87.77451,41.900076
-87.736544,41.877061
-87.671607,42.008913
-87.562983,41.684507
-87.612084,41.776486
-87.62782,41.695
-87.666741,41.742641
-87.656372,41.759666
-87.732916,41.903359
-87.691731,41.812134
-87.658018,41.98842
-87.658018,41.98842
-87.605853,41.783422
-87.603902,41.780548
-87.700342,41.846252
-87.670143,41.82606
-87.700862,41.873596
-87.655595,41.769448
-87.611786,41.75106
-87.666781,41.733121
-87.641034,41.787202
-87.668874,41.953253
-87.685137,41.877452
-87.634725,41.706912
-87.709813,41.875571
-87.559778,41.759136
-87.727121,41.883455
-87.607644,41.745269
-87.717316,41.89301
-87.708501,41.906566
-87.708501,41.906566
-87.576135,41.765145
-87.604799,41.74569
-87.662077,41.785142
-87.663439,41.80222
-87.711559,41.895394
-87.615225,41.814958
-87.724828,41.845273
-87.690876,41.78141
-87.659904,41.686798
-87.643118,41.677905
-87.651059,41.779547
-87.730475,41.843835
-87.649434,41.76586
-87.76989,41.894897
-87.691237,41.861213
-87.61061,41.780436
-87.662937,41.725829
-87.729458,41.878931
-87.687126,41.800994
-87.622852,41.815307
-87.631665,41.74817
-87.579518,41.737535
-87.661162,41.965113
-87.660056,41.864382
-87.62908,41.758053
-87.62908,41.758053
-87.658632,41.985364
-87.644731,41.771985
-87.776088,41.931027
-87.654464,41.843199
-87.56201,41.712575
-87.698217,41.782452
-87.695058,41.789691
-87.660557,41.728112
-87.71876,41.860329
-87.603235,41.658589
-87.725079,41.897736
-87.722213,41.872468
-87.622562,41.804307
-87.614612,41.68851
-87.674325,41.789634
-87.666074,41.763897
-87.723989,41.901951
-87.66664,41.738601
-87.613236,41.774445
-87.620399,41.704897
-87.714077,41.897071
-87.658715,41.807497
-87.669673,41.792039
-87.656961,41.729729
-87.664677,41.791771
-87.576795,41.764752
-87.677652,41.691607
-87.677652,41.691607
-87.677652,41.691607
-87.673189,41.779216
-87.689638,41.764701
-87.706171,41.9164
-87.557519,41.747024
-87.557519,41.747024
-87.652404,41.947386
-87.672939,41.804994
-87.766611,41.879496
-87.761207,41.931953
-87.716125,41.853435
-87.696771,41.738074
-87.688244,41.775437
-87.62239,41.797291
-87.674835,41.766719
-87.674835,41.766719
-87.756144,41.91883
-87.612307,41.692659
-87.773453,41.924398
-87.565355,41.763227
-87.70868,41.913043
-87.723948,41.900431
-87.756748,41.887161
-87.649008,41.803463
-87.575006,41.767885
-87.702883,41.84946
-87.64336,41.766848
-87.608005,41.830613
-87.613071,41.822571
-87.736338,41.995822
-87.671306,41.766927
-87.655338,41.963709
-87.598671,41.726479
-87.61162,41.780201
-87.620673,41.685719
-87.692645,41.848188
-87.694963,41.880067
-87.621787,41.712543
-87.65895,41.855394
-87.764052,41.865719
-87.710637,41.910175
-87.720095,41.894639
-87.664482,41.737877
-87.656813,41.734792
-87.65603,41.739867
-87.686486,41.768394
-87.703777,41.751497
-87.624829,41.679929
-87.637451,41.900016
-87.798857,41.917203
-87.659413,41.730649
-87.705024,41.882013
-87.663917,41.808507
-87.655894,41.994494
-87.545613,41.7441
-87.668293,41.826927
-87.705636,41.859953
-87.703921,41.793398
-87.736863,41.939071
-87.660807,41.73681
-87.580099,41.791316
-87.706019,41.973218
-87.725591,41.870823
-87.664007,41.687977
-87.742701,41.872869
-87.66724,41.762065
-87.605724,41.751384
-87.609518,41.751318
-87.680776,41.89392
-87.716512,41.856637
-87.764467,41.912153
-87.635789,41.670114
-87.713522,41.847765
-87.641515,41.670357
-87.717723,41.87161
-87.611862,41.779571
-87.662223,41.744376
-87.657623,41.792416
-87.64401,41.744496
-87.625461,41.790902
-87.603262,41.776523
-87.650239,41.835721
-87.663346,41.741065
-87.692537,41.786856
-87.560109,41.738905
-87.693751,41.848395
-87.625987,41.694262
-87.649424,41.776826
-87.730313,41.781325
-87.730313,41.781325
-87.730313,41.781325
-87.730313,41.781325
-87.606025,41.751375
-87.701803,41.879427
-87.728506,41.77067
-87.625461,41.790902
-87.654782,41.881549
-87.726945,41.877178
-87.664093,41.801436
-87.686181,41.78817
-87.725113,41.898798
-87.735994,41.878633
-87.698252,41.882767
-87.759833,41.909337
-87.80173,41.923435
-87.70482,41.789627
-87.615716,41.777886
-87.61513,41.766293
-87.662055,41.795705
-87.575797,41.749256
-87.736466,41.880708
-87.752973,41.879513
-87.735153,41.875478
-87.696161,41.822645
-87.628192,41.816369
-87.646035,41.697191
-87.592175,41.759094
-87.666292,41.781374
-87.748632,41.897612
-87.54549,41.729228
-87.656164,41.987451
-87.705806,41.779039
-87.651742,41.863581
-87.729588,41.867129
-87.731482,41.923132
-87.753669,41.879284
-87.705806,41.95668
-87.551416,41.730558
-87.665849,42.004267
-87.606163,41.784236
-87.693736,41.786171
-87.575435,41.766359
-87.602039,41.75121
-87.619475,41.692086
-87.662492,41.766113
-87.717366,41.89469
-87.732747,41.876786
-87.618582,41.699353
-87.754058,41.890221
-87.725008,41.865782
-87.628505,41.708745
-87.749287,41.896696
-87.655792,41.68861
-87.642834,41.792709
-87.726255,41.905819
-87.584574,41.752382
-87.666485,41.733023
-87.563026,41.760343
-87.667631,41.765698
-87.638953,41.766991
-87.633001,41.667734
-87.577157,41.74146
-87.577157,41.74146
-87.668957,41.769726
-87.750591,41.940714
-87.743283,41.894206
-87.644306,41.680833
-87.661149,41.964204
-87.625153,41.683834
-87.704771,41.882698
-87.642523,41.735217
-87.696537,41.746133
-87.696964,41.781167
-87.641495,41.75216
-87.671655,41.745167
-87.653969,41.80052
-87.746718,41.874844
-87.622009,41.805546
-87.60651,41.759699
-87.730844,41.85261
-87.724084,41.878779
-87.724337,41.919793
-87.645323,41.77257
-87.65049,41.684185
-87.644465,41.772905
-87.667094,41.742909
-87.563672,41.752247
-87.687536,41.782116
-87.608021,41.824057
-87.731759,41.85133
-87.654727,41.782558
-87.70879,41.893467
-87.649849,41.964664
-87.634954,41.69121
-87.657163,41.693357
-87.651632,41.681801
-87.667335,41.765653
-87.601676,41.750585
-87.666442,41.777511
-87.661961,41.78044
-87.664635,41.790201
-87.761972,41.89443
-87.58053,41.741919
-87.63324,41.851069
-87.687295,41.86922
-87.698733,41.800721
-87.664377,41.779796
-87.670828,41.853256
-87.555367,41.746241
-87.566348,41.765138
-87.73394,41.887009
-87.667983,41.801178
-87.649537,41.769947
-87.740455,41.935849
-87.626256,41.729868
-87.626256,41.729868
-87.644342,41.757627
-87.665115,41.762388
-87.60146,41.777656
-87.669565,41.735593
-87.641366,41.692473
-87.72239,41.85034
-87.72239,41.85034
-87.72239,41.85034
-87.737622,41.878834
-87.722312,41.834991
-87.677378,41.77792
-87.730349,41.734789
-87.718493,41.903135
-87.552335,41.744535
-87.663897,41.794143
-87.714721,41.847104
-87.711187,41.892077
-87.615141,41.766694
-87.649997,41.752142
-87.693478,41.787396
-87.545868,41.732463
-87.699073,41.884033
-87.696405,41.942688
-87.612783,41.808002
-87.612783,41.808002
-87.735757,41.874115
-87.743526,41.938763
-87.718148,41.891659
-87.718148,41.891659
-87.588891,41.772767
-87.546978,41.751107
-87.650083,41.791027
-87.581613,41.725367
-87.655966,41.748462
-87.660105,41.865985
-87.732637,41.90063
-87.681276,41.841162
-87.61579,41.685288
-87.615681,41.776417
-87.718278,41.843188
-87.695639,41.810183
-87.6658,41.834089
-87.660501,41.782578
-87.662188,41.800818
-87.708719,41.902701
-87.603524,41.731082
-87.576235,41.769068
-87.663422,41.755583
-87.63466,41.682116
-87.707546,41.892642
-87.556182,41.757693
-87.556182,41.757693
-87.556182,41.757693
-87.735471,41.885047
-87.62132,41.818747
-87.614798,41.788553
-87.751159,41.898519
-87.648741,41.785884
-87.670819,42.017857
-87.615655,41.740247
-87.646283,41.749269
-87.682202,41.769327
-87.633004,41.816503
-87.701827,41.805299
-87.701827,41.805299
-87.701827,41.805299
-87.728593,41.793045
-87.728593,41.793045
-87.631195,41.677243
-87.72733,41.861346
-87.727148,41.875135
-87.616796,41.82182
-87.66565,41.996541
-87.619531,41.801167
-87.643599,41.78596
-87.555096,41.747458
-87.664798,41.730352
-87.627715,41.882827
-87.635805,41.765918
-87.669884,41.893408
-87.669884,41.893408
-87.730943,41.884726
-87.694309,41.761302
-87.60921,41.782283
-87.634194,41.695813
-87.659291,41.864175
-87.650384,41.671695
-87.622105,41.809188
-87.574892,41.743655
-87.719728,41.891931
-87.710683,41.992282
-87.607849,41.726674
-87.682881,41.828369
-87.682881,41.828369
-87.682881,41.828369
-87.607586,41.726678
-87.586024,41.747155
-87.614715,41.721989
-87.70373,41.879125
-87.726309,41.858212
-87.726309,41.858212
-87.601172,41.74756
-87.671178,41.979691
-87.65748,41.693883
-87.657108,41.73489
-87.610589,41.766287
