lon	lat	zip
-99.486	27.579	78045
-112.228	33.589	85345
-81.133	29.250	32174
-97.279	35.478	73020
-118.421	34.314	90007
-74.122	40.998	7451
-111.872	42.092	83263
-75.049	39.868	8007
-74.057	41.021	7675
-71.420	41.815	2903
-102.754	47.372	58640
-106.472	31.781	79930
-86.696	34.474	35670
-80.581	41.152	44425
-94.006	44.180	56003
-102.065	32.005	79701
-87.842	42.043	60016
-74.691	40.162	8620
-117.910	33.971	91748
-119.641	36.401	93230
-81.183	34.084	29063
-80.189	25.871	33138
-80.340	25.728	33165
-80.283	25.872	33012
-75.043	40.170	18966
-82.428	27.137	34275
-89.028	42.269	61107
-94.665	38.995	66204
-85.148	41.075	46802
-89.041	42.653	53546
-71.452	43.127	3275
-97.112	44.895	57201
-122.617	47.730	98370
-74.052	41.060	7645
-122.201	39.526	95988
-83.801	34.444	30506
-81.261	40.872	44641
-85.967	39.964	46037
-115.996	36.212	89048
-91.197	34.877	72021
-76.220	38.779	21663
-94.425	33.473	75570
-92.356	38.305	65032
-74.466	40.602	8812
-101.640	36.593	73939
-90.452	38.636	63141
-88.163	41.972	60103
-82.441	27.988	33610
-83.960	33.693	30013
-96.632	40.846	68507
-80.053	34.315	29550
-94.410	35.387	72901
-99.873	39.025	67672
-99.338	31.111	76825
-85.765	34.700	35765
-89.825	39.128	62033
-83.701	33.800	30655
-122.444	37.656	94080
-88.620	41.642	60548
-77.266	39.174	20874
-83.207	42.213	48195
-106.411	31.886	79924
-83.094	42.481	48071
-106.585	39.644	81620
-78.072	38.398	22733
-95.915	41.292	51510
-77.430	37.542	23298
-84.247	39.674	45449
-87.970	42.240	60061
-95.739	29.638	77406
-83.855	31.907	31015
-92.969	43.652	55912
-78.254	42.385	14777
-78.970	40.944	15767
-115.490	32.665	92231
-87.615	37.958	47712
-75.985	40.037	17527
-84.633	39.108	45233
-88.282	42.094	60118
-94.360	39.364	64060
-89.000	35.261	38008
-115.776	40.836	89801
-117.252	33.191	92081
-96.952	32.845	75062
-84.500	33.758	30331
-76.429	36.977	23607
-93.308	44.868	55423
-84.469	37.587	40461
-84.285	39.109	45245
-82.461	28.490	34604
-87.993	44.506	54301
-95.014	39.588	64484
-77.080	38.778	22306
-73.959	40.929	7670
-82.791	37.119	41858
-87.835	41.674	60464
-96.802	32.971	75248
-74.385	40.652	7076
-90.393	42.929	53554
-85.044	34.790	30740
-73.936	40.848	10033
-98.302	32.344	76401
-83.524	43.555	48723
-111.737	40.028	84651
-95.973	36.031	74037
-155.974	19.682	96745
-90.268	38.713	63136
-87.928	43.057	53205
-85.228	42.287	49015
-122.307	45.418	97055
-96.735	40.279	68310
-89.999	29.918	70131
-101.877	33.571	79410
-79.445	33.810	29555
-118.054	33.821	90630
-122.458	47.211	98408
-83.013	42.386	48213
-85.234	31.188	36312
-82.514	40.070	43023
-75.168	44.601	13617
-71.077	42.353	2116
-119.719	36.853	93611
-117.151	32.719	92101
-95.543	42.487	51025
-117.212	34.124	92346
-83.720	42.247	48104
-72.511	41.753	6040
-117.536	34.143	91739
-75.599	40.027	19335
-96.421	42.517	51103
-81.574	30.334	32235
-121.883	37.340	95112
-97.156	33.365	76266
-89.995	38.649	62234
-119.294	46.272	99352
-117.919	33.787	92627
-88.146	42.260	60084
-121.327	38.652	95608
-93.067	44.954	55106
-98.067	27.758	78332
-93.292	44.996	55411
-123.069	43.795	97424
-80.029	40.021	15333
-66.614	18.015	733
-101.226	40.150	69043
-73.908	41.296	10566
-84.946	33.728	30180
-83.562	42.988	48423
-87.640	41.670	60628
-74.774	40.704	7830
-66.770	18.435	659
-82.593	38.116	25514
-84.159	33.567	30281
-98.358	40.938	68803
-116.311	33.735	92211
-77.030	38.571	20675
-83.958	35.966	37921
-95.536	29.823	77080
-87.197	30.517	32514
-96.874	32.971	75006
-83.080	40.098	43235
-74.971	40.102	19154
-119.129	36.297	93221
-75.712	40.836	18235
-88.069	41.951	60108
-121.862	37.262	95136
-100.900	46.839	58554
-73.034	44.707	5454
-85.434	31.240	36303
-75.457	40.592	18103
-121.751	37.956	94531
-72.746	42.124	1085
-74.278	40.735	7040
-117.700	34.088	91763
-87.771	41.861	60804
-85.722	38.241	40204
-117.033	32.722	91945
-80.056	32.941	29418
-81.633	38.365	25302
-88.180	41.998	60103
-96.475	42.241	68071
-86.171	38.100	47110
-85.532	35.179	37397
-85.630	35.094	37347
-74.715	39.259	8230
-78.549	35.963	27614
-76.553	40.057	17547
-117.458	34.043	92337
-93.042	44.955	55116
-91.847	45.396	54812
-117.156	34.032	92373
-81.871	34.975	29307
-82.750	39.885	43147
-84.332	33.740	30316
-74.194	41.000	7417
-111.507	33.400	85219
-120.854	37.485	95380
-76.140	39.923	17566
-122.092	37.863	94549
-82.932	36.843	24265
-73.833	40.876	10475
-74.263	40.512	8861
-111.866	42.081	83263
-92.649	32.696	71235
-87.931	43.071	53206
-95.072	29.453	77539
-118.257	34.079	90026
-74.632	40.869	7876
-95.161	36.654	74301
-84.358	34.248	30115
-81.601	30.302	32216
-69.969	43.931	4086
-80.040	40.442	15220
-82.468	36.946	24230
-87.810	42.004	60631
-82.392	27.396	34202
-74.115	40.955	7452
-97.621	26.131	78586
-97.943	33.820	76261
-111.859	40.741	84105
-81.760	38.374	25064
-81.593	28.811	32757
-83.689	32.628	31028
-91.941	44.360	54610
-98.617	27.870	78357
-73.935	41.612	12590
-121.750	36.906	95076
-76.294	36.878	23508
-93.393	45.083	55428
-84.223	33.836	30084
-76.324	39.478	21009
-73.863	40.676	11208
-118.378	34.029	90232
-95.446	29.973	77014
-85.546	41.611	46571
-87.269	30.547	32534
-87.875	41.898	60160
-76.973	40.987	17837
-73.708	42.768	12047
-90.408	38.649	63131
-88.923	37.745	62959
-102.100	34.543	79063
-82.731	28.056	34684
-122.412	45.866	98675
-94.754	31.322	75904
-122.028	37.615	94544
-82.093	41.382	44035
-69.874	44.797	4950
-93.792	47.333	56636
-87.040	30.624	32570
-67.583	44.655	4648
-117.588	33.644	92688
-82.287	27.901	33511
-111.674	33.379	85209
-122.275	47.526	98118
-80.165	35.244	28128
-85.867	34.012	35903
-74.925	40.132	19020
-91.087	43.901	54669
-89.599	41.797	61021
-86.287	39.781	46214
-120.577	38.581	95684
-117.362	34.733	92342
-94.676	29.770	77514
-85.660	30.169	32401
-121.309	44.090	97701
-76.862	38.621	20601
-117.329	33.954	92507
-97.432	38.381	67428
-83.713	40.374	43311
-96.580	46.867	56547
-71.461	41.976	2864
-109.554	38.582	84532
-87.342	41.528	46408
-82.639	30.175	32025
-77.707	39.138	20132
-71.555	42.213	1748
-72.874	41.712	6032
-106.417	31.789	79925
-122.273	47.831	98037
-94.696	37.838	66701
-80.098	26.458	33445
-86.118	39.712	46227
-80.264	40.720	15074
-74.143	39.924	8740
-94.893	30.039	77535
-76.210	40.818	17976
-74.196	39.985	8753
-121.816	47.865	98294
-118.120	33.876	90706
-86.111	39.781	46201
-82.333	26.925	34224
-118.335	33.916	90250
-72.895	41.578	6479
-108.636	39.051	81503
-79.727	40.260	15637
-76.964	41.260	17701
-118.087	34.042	91770
-117.160	32.798	92111
-85.998	42.733	49423
-72.940	41.687	6010
-118.178	34.079	90032
-76.527	34.757	28579
-80.283	25.693	33143
-83.453	31.943	31079
-73.905	40.881	10463
-120.437	37.866	95327
-87.978	41.879	60181
-121.124	44.633	97741
-97.104	32.655	76018
-97.153	27.906	78336
-84.806	34.068	30132
-89.496	41.853	61021
-89.578	43.060	53593
-85.500	40.387	46957
-73.833	40.707	11415
-90.741	29.622	70364
-71.129	42.328	2445
-121.876	37.427	95035
-87.875	41.160	60914
-83.622	32.655	31093
-149.359	61.611	99654
-71.441	43.806	3227
-71.097	42.124	2072
-98.563	29.446	78228
-106.495	32.373	88001
-88.267	42.341	60050
-73.947	40.640	11226
-97.926	38.041	67501
-95.703	39.162	66618
-77.796	37.684	23039
-71.588	43.443	3276
-90.227	32.261	39212
-83.146	42.264	48218
-87.877	30.523	36532
-90.372	29.950	70047
-77.056	38.816	22301
-73.077	41.248	6461
-73.482	40.725	11714
-84.757	41.753	49232
-118.582	34.213	91306
-76.727	39.957	17403
-78.905	36.056	27704
-95.458	30.318	77301
-74.441	42.392	12076
-71.076	42.288	2124
-106.727	32.407	88001
-149.418	61.587	99654
-97.953	26.147	78599
-78.066	42.777	14530
-117.621	34.070	91764
-71.414	42.415	1776
-80.990	33.972	29205
-97.685	30.629	78626
-80.888	37.706	25951
-111.829	34.847	86336
-83.267	42.818	48371
-73.933	40.653	11203
-101.488	36.693	73942
-109.037	35.904	87328
-123.855	44.035	97453
-73.495	40.802	11791
-76.754	38.634	20613
-81.243	28.881	32725
-114.294	43.517	83333
-97.170	36.463	74651
-73.379	41.206	6883
-101.065	39.395	67701
-96.791	33.147	75035
-90.195	38.927	62035
-110.867	32.227	85711
-85.179	38.678	41008
-93.243	36.661	65616
-80.493	25.498	33030
-80.700	28.376	32953
-74.341	40.831	7936
-81.530	27.744	33843
-75.551	40.441	18056
0.000	0.000	85268
-122.621	38.959	95422
-104.966	39.560	80126
-83.622	41.637	43607
-72.637	41.577	6480
-85.614	42.259	49008
-72.462	42.171	1056
-122.149	38.049	94510
-100.811	46.816	58501
-76.982	38.870	20020
-84.860	43.836	48622
-105.003	39.584	80120
-87.759	41.699	60453
-104.656	40.406	80631
-70.590	43.321	4090
-80.246	35.923	27295
-95.445	30.018	77090
-73.297	42.356	1240
-93.306	37.137	65807
-74.188	41.525	12549
-74.164	41.026	7430
-92.672	34.514	72015
-85.973	39.782	46229
-118.417	34.157	91423
-88.628	40.881	61764
-111.872	40.539	84020
-82.425	40.152	43055
-76.147	39.738	17563
-75.531	41.338	18444
-112.014	43.515	83401
-69.272	45.013	4930
-87.360	39.453	47803
-95.297	29.738	77011
-106.620	34.996	87106
-106.609	35.109	87107
-76.694	39.280	21229
-119.816	39.538	89507
-75.195	40.283	18914
-101.848	46.403	58533
-74.071	40.334	7702
-83.635	37.743	41365
-86.959	36.327	37015
-71.829	42.571	1420
-122.280	37.475	94065
-86.324	32.351	36108
-96.442	32.866	75032
-106.534	39.638	81620
-84.793	34.754	30705
-82.033	41.449	44011
-71.480	42.843	3052
-87.793	41.861	60402
-104.847	39.785	80239
-76.238	41.860	18837
-77.470	37.538	23220
-82.115	29.950	32091
-94.718	38.830	66062
-74.590	40.611	8807
-85.626	41.565	46543
-98.728	29.804	78006
-117.102	33.477	92592
-82.509	42.717	48039
-86.220	32.550	36092
-76.984	38.849	20020
-88.088	44.590	54313
-81.107	33.910	29172
-86.816	33.551	35207
-72.690	41.761	6106
-123.791	46.661	98586
-74.886	40.011	8046
-76.225	36.675	23328
-117.867	33.790	92868
-118.217	34.223	91011
-84.907	32.445	31907
-84.502	39.162	45217
-94.186	46.352	56401
-87.773	42.771	53402
-79.382	36.076	27253
-110.289	40.360	84001
-96.804	48.856	56735
-78.182	39.151	22601
-86.818	39.584	46135
-89.668	36.189	63830
-80.350	39.163	26385
-79.929	40.450	15208
-72.530	41.292	6413
-86.316	43.405	49461
-75.856	36.201	28212
-118.477	34.268	91344
-77.159	38.893	22213
-119.165	34.849	93222
-115.155	36.182	89106
-107.220	41.815	82301
-83.246	40.566	43302
-115.255	36.243	89129
-90.468	41.491	61265
-90.330	38.792	63031
-81.713	30.096	32003
-118.992	35.364	93307
-82.015	34.945	29301
-84.948	30.170	32334
-121.999	37.067	95066
-122.235	37.786	94606
-84.059	33.953	30044
-94.042	39.550	64671
-119.770	46.211	99350
-89.033	42.200	61109
-117.791	34.008	91765
-97.452	27.756	78416
-73.417	41.502	6776
-106.044	39.627	80443
-92.497	32.526	71227
-74.461	40.479	8901
-95.408	30.437	77378
-74.295	40.647	7016
-93.141	44.923	55102
-80.632	27.951	32909
-87.839	42.079	60026
-95.475	31.874	75779
-76.028	43.077	13057
-117.231	32.932	92130
-79.391	35.170	28387
-73.110	42.633	1220
-77.009	38.964	20002
-89.130	36.442	38261
-73.840	40.769	11354
-75.742	39.559	19701
-69.862	44.325	4351
-86.050	39.849	46226
-84.612	32.851	31816
-84.256	39.606	45342
-118.026	33.942	90604
-82.775	27.916	33770
-84.606	34.032	30144
-83.209	42.415	48235
-73.410	40.695	11701
-121.235	36.329	93927
-81.293	28.706	32708
-99.241	30.744	76856
-71.220	42.183	2062
-86.074	39.822	46218
-75.108	41.898	12760
-75.552	38.989	19943
-112.063	33.454	85006
-98.495	29.504	78216
-80.089	34.989	28170
-95.486	30.523	77358
-117.674	33.497	92675
-88.422	41.401	60450
-93.743	32.434	71106
-90.327	38.751	63134
-74.487	40.902	7834
-93.577	44.551	56071
-117.484	34.098	92335
-118.249	34.134	91205
-104.923	39.819	80022
-117.927	33.732	92704
-78.778	40.854	15757
-78.886	42.909	14213
-74.248	40.842	7044
-111.824	40.570	84092
-89.737	30.343	70452
-79.994	33.200	29461
-101.819	35.204	79102
-75.215	40.874	18013
-86.688	33.621	35215
-96.227	41.145	68028
-98.657	29.409	78227
-81.879	41.358	44017
-97.782	32.748	76086
-117.967	33.834	92801
-87.743	39.011	62454
-82.475	33.475	30824
-85.225	43.094	48809
-83.303	42.361	48239
-95.323	43.455	51347
-111.947	41.171	84403
-105.101	39.586	80128
-120.771	37.435	95315
-87.993	39.906	61816
-87.652	41.532	60411
-78.881	42.966	14217
-81.708	41.404	44134
-74.012	40.708	10006
-92.482	31.289	71303
-97.852	30.153	78748
-86.884	41.687	46360
-87.515	41.637	46327
-93.290	44.290	55021
-79.996	40.444	15222
-93.362	45.386	55070
-118.190	33.776	90813
-93.439	44.834	55347
-83.786	38.977	45171
-86.308	39.767	46234
-118.091	34.161	91107
-73.883	40.872	10458
-84.488	33.698	30311
-97.355	32.811	75204
-75.611	40.648	18069
-86.810	46.437	49862
-79.673	36.155	27301
-112.082	41.125	84015
-75.272	40.236	19446
-118.389	33.879	90266
-85.717	42.884	49519
-97.209	26.072	78578
-119.075	46.239	99301
-72.926	41.390	6514
-96.308	32.583	75142
