lon	lat	zip
-96.205	41.263	68022
-86.813	39.756	46105
-79.279	39.273	26839
-85.733	41.584	46528
-90.114	29.941	70118
-90.614	39.176	62047
-82.248	39.464	45764
-89.539	39.752	62563
-92.242	34.739	72204
-82.146	37.636	25688
-78.759	41.131	15801
-123.320	43.207	97470
-92.194	41.328	52591
-95.970	29.803	77466
-93.301	30.851	70634
-111.885	40.888	84010
-100.022	32.464	79536
-92.422	30.784	70576
-78.866	36.098	27712
-97.964	30.327	78738
-77.292	38.902	22181
-87.505	37.341	42431
-97.404	32.647	76133
-122.151	37.446	94301
-80.361	25.992	33027
-113.534	37.054	84790
-88.104	36.056	38320
-95.652	35.553	74428
-79.852	32.797	29464
-86.085	39.787	46201
-122.191	47.365	98030
-94.428	39.246	64068
-86.133	40.469	46902
-95.404	29.742	77098
-118.645	34.177	91367
-92.092	37.995	65459
-95.900	36.132	74129
-70.947	41.848	2346
-94.347	39.350	64060
-81.509	29.426	32112
-76.599	39.294	21202
-75.878	39.340	21635
-86.354	41.956	49104
-121.883	39.780	95926
-122.996	44.944	97301
-84.663	37.085	42503
-71.086	41.826	2779
-106.029	35.986	87567
-76.128	43.405	13131
-121.812	38.007	94509
-90.624	42.498	61025
-121.977	38.370	95688
-87.606	41.776	60637
-77.036	38.948	20011
-87.853	41.771	60525
-76.786	38.833	20772
-103.141	46.152	58653
-118.289	37.161	93513
-115.066	36.238	89115
-81.845	27.875	33831
-110.264	31.555	85635
-82.277	27.997	33584
-82.815	32.996	31082
-122.282	47.685	98115
-118.570	34.199	91306
-88.411	42.789	53120
-110.947	32.141	85706
-95.812	36.031	74012
-81.022	35.456	28037
-86.602	33.695	35126
-122.696	47.656	98383
-90.699	38.489	63069
-88.386	43.782	54937
-73.794	40.728	11366
-117.288	34.123	92405
-74.160	40.771	7104
-86.293	37.481	42754
-84.553	42.744	48906
-76.156	39.751	17563
-74.250	40.688	7083
-83.348	36.168	37813
-74.269	40.604	7065
-73.486	41.129	6840
-113.612	37.250	84770
-76.843	41.657	17724
-74.980	39.308	8348
-111.626	40.211	84606
-75.480	39.084	19962
-101.637	40.519	69033
-97.666	26.149	78566
-118.020	33.929	90604
-74.266	40.734	7040
-80.940	33.811	29160
-120.304	45.997	99322
-72.732	44.490	5672
-80.072	39.922	15344
-117.860	33.610	92663
-116.394	43.613	83642
-87.819	42.682	53403
-91.489	41.802	52333
-74.992	39.904	8034
-85.697	38.736	47170
-121.432	38.518	95824
-88.635	44.337	54944
-83.709	42.252	48104
-82.890	39.858	43125
-84.045	34.125	30518
-117.684	33.610	92691
-87.274	30.386	32507
-73.908	40.848	10453
-73.772	40.756	11361
-85.997	39.796	46229
-83.021	42.584	48313
-85.677	38.251	40206
-71.019	42.213	2184
-81.511	33.906	29070
-81.532	41.332	44067
-108.971	38.682	81522
-85.835	38.109	40272
-121.253	38.814	95765
-81.375	40.808	44702
-117.188	46.727	99163
-116.076	33.576	92254
-121.811	39.750	95926
-84.445	38.119	40511
-76.875	39.222	21044
-84.117	42.979	48817
-110.859	39.688	84526
-84.047	35.929	37909
-92.008	34.939	72023
-86.062	40.765	46970
-96.706	33.099	75013
-122.290	37.340	94020
-87.129	39.525	47834
-81.731	26.241	34119
-122.245	37.731	94502
-77.247	38.835	22032
-122.634	45.569	97211
-81.463	29.243	32180
-96.679	32.826	75228
-75.937	40.317	19607
-87.636	34.876	35634
-112.168	33.652	85027
-117.500	33.944	92505
-71.286	42.488	1730
-74.947	44.558	13625
-83.321	30.840	31601
-118.258	34.009	90011
-84.646	42.512	48827
-97.295	32.682	76119
-84.553	39.041	41017
-122.759	45.404	97224
-80.053	40.454	15204
-75.969	40.322	19610
-98.121	35.602	73014
-93.820	32.391	71118
-104.815	39.988	80601
-76.844	40.264	17104
-123.779	47.064	98520
-122.258	37.796	94606
-89.544	39.851	62561
-76.598	39.295	21231
-93.724	45.086	55373
-82.456	42.946	48060
-108.906	33.402	87830
-75.226	40.690	18042
-86.033	41.426	46550
-112.845	42.942	83210
-74.250	41.015	7436
-89.577	33.050	39090
-91.366	39.897	62305
-97.607	26.015	78520
-90.050	40.296	62644
-94.702	38.970	66212
-79.388	41.217	16214
-85.216	30.779	32446
-82.139	40.242	43844
-97.691	32.979	76082
-88.015	42.066	60008
-104.858	40.329	80543
-88.038	40.108	61873
-80.538	24.993	33070
-97.397	32.338	76033
-73.083	41.571	6708
-72.004	44.535	5851
-95.811	29.621	77406
-82.472	27.276	34233
-83.092	42.437	48203
-89.283	33.544	39744
-88.209	41.732	60564
-75.615	39.767	19807
-81.592	31.850	31313
-76.689	39.013	21114
-77.091	38.727	22309
-83.090	39.931	43204
-96.717	32.886	75238
-98.168	32.239	76401
-116.088	44.897	83638
-81.635	41.475	44104
-81.153	35.292	28054
-77.520	37.579	23226
-88.073	44.559	54303
-75.750	39.656	19713
-101.993	33.692	79363
-95.759	34.916	74502
-84.355	33.535	30236
-90.725	39.707	62340
-80.184	40.521	15108
-80.799	38.320	26651
-95.055	29.818	77522
-77.562	38.403	22406
-97.901	36.347	73703
-77.037	39.818	17331
-75.014	39.759	8081
-118.354	34.047	90019
-82.725	41.047	44890
-82.013	29.007	34491
-84.207	39.765	45406
-97.785	43.656	57301
-155.477	19.201	96777
-113.997	46.856	59801
-96.806	32.751	75203
-74.022	40.177	8701
-81.673	26.228	34120
-114.333	48.216	59901
-94.294	42.279	50543
-92.186	37.825	65583
-97.127	33.189	76205
-111.860	33.318	85224
-75.150	39.927	19148
-87.611	41.766	60637
-82.152	36.627	24202
-80.694	28.341	32952
-74.090	40.606	10304
-84.539	39.437	45011
-85.644	42.815	49315
-123.064	44.964	97304
-87.506	41.627	46327
-93.111	44.958	55103
-73.209	41.547	6798
-87.663	41.922	60614
-80.618	40.300	43938
-68.821	44.702	4474
-96.292	35.426	74859
-81.369	35.232	28086
-118.154	34.025	90022
-73.820	40.942	10708
-97.562	30.476	78660
-73.232	40.781	11717
-122.406	37.623	94066
-117.156	34.073	92374
-73.981	40.725	10009
-82.697	41.246	44847
-97.484	25.982	78521
-71.077	42.330	2119
-78.789	39.663	21502
-84.446	33.605	30349
-95.917	36.750	74006
-97.001	33.009	75067
-111.714	32.873	85222
-88.771	43.075	53038
-122.629	45.468	97202
-83.982	30.830	31792
-90.265	32.300	39209
-84.363	33.607	30297
-88.257	43.011	53188
-119.567	36.097	93212
-74.541	40.563	8805
-97.117	33.262	76207
-97.454	27.764	78405
-81.712	28.030	33881
-88.099	44.561	54313
-76.794	39.422	21117
-115.238	36.032	89139
-76.835	35.582	27865
-106.350	31.750	79915
-93.024	44.972	55106
-118.309	34.010	90062
-83.674	32.809	31206
-119.539	36.608	93648
-97.141	33.614	76240
-73.733	40.671	11422
-97.165	33.482	76272
-84.138	34.218	30040
-116.527	33.812	92264
-76.977	38.887	20003
-152.392	57.795	99615
-122.738	48.993	98230
-83.017	40.077	43085
-79.989	40.398	15210
-74.723	39.453	8330
-82.567	34.829	29640
-97.386	32.619	76123
-122.604	38.119	94945
-75.335	42.584	13411
-94.778	32.460	75607
-123.250	46.000	97016
-80.355	25.587	33157
-88.321	41.912	60174
-90.006	38.540	62226
-117.232	34.149	92346
-71.150	42.460	1890
-89.888	38.622	62269
-72.817	41.539	6450
-97.505	35.426	73129
-84.933	32.433	31903
-118.391	33.888	90266
-81.400	30.270	32250
-87.841	41.813	60513
-91.174	30.423	70802
-75.331	40.079	19406
-82.009	33.329	30906
-106.482	31.757	79901
-71.646	41.904	2814
-84.225	32.548	31006
-81.561	41.485	44118
-82.157	29.182	34471
-86.722	36.101	37211
-95.466	37.682	66720
-117.091	32.659	91950
-75.514	41.566	18407
-75.188	43.333	13438
-76.892	38.883	20743
-76.075	36.820	23452
-87.939	39.551	61933
-83.523	33.876	30622
-77.020	39.804	17344
-90.255	38.727	63136
-88.687	38.195	62828
-83.094	42.456	48030
-73.854	40.902	10470
-74.130	41.052	7446
-89.130	38.517	62801
-117.076	32.752	92115
-89.595	41.555	61376
-82.937	39.968	43209
-96.742	33.017	75075
-105.198	39.988	80303
-83.088	40.592	43302
-81.862	39.309	45778
-72.866	41.645	6489
-96.721	33.113	75013
-109.028	44.526	82414
-96.794	32.697	75216
-90.075	45.033	54411
-75.080	40.207	18974
-93.559	41.591	50317
-105.848	31.289	79839
-96.970	32.962	75019
-80.340	25.729	33165
-71.205	42.177	2062
-111.657	33.360	85212
-111.866	42.086	83263
-117.097	32.710	92102
-81.918	33.119	30830
-118.230	34.064	90012
-82.122	30.282	32063
-112.037	33.378	85042
-80.627	28.107	32935
-93.754	41.666	50131
-73.801	40.684	11436
-81.584	40.034	43725
-97.437	37.692	67212
-89.397	36.002	38024
-82.946	42.513	48066
-88.334	44.272	54136
-85.829	41.571	46526
-115.488	32.677	92231
-87.906	43.063	53212
-104.854	39.695	80012
-66.013	18.005	723
-118.539	34.380	91321
-73.904	40.909	10471
-72.977	43.594	5702
-121.385	38.671	95652
-72.751	42.063	1077
-77.564	43.143	14610
-117.054	33.136	92027
-95.971	45.993	56531
-120.175	41.533	96104
-71.406	42.091	2038
-122.803	38.437	95927
-81.434	41.159	44224
-111.560	32.759	85231
-123.847	46.978	98520
-73.961	40.701	11211
-96.783	33.034	75093
-120.926	37.682	95355
-85.622	43.040	49525
-90.034	35.119	38126
-88.365	38.255	62862
-106.378	32.046	88021
-118.128	33.959	90240
-81.581	34.283	29108
-96.637	40.854	68507
-74.264	40.651	7203
-97.224	33.002	76262
-74.189	40.735	7103
-89.589	37.630	63732
-80.362	40.140	15323
-87.762	35.320	38485
-80.187	25.772	33131
-87.949	42.934	53221
-87.862	42.364	60085
-87.080	37.730	42303
-112.809	33.435	85354
-120.016	47.841	98816
-76.923	38.761	20735
-110.144	34.927	86025
-83.688	43.128	48458
-80.794	33.684	29135
-77.081	39.108	20853
-115.131	36.195	89030
-77.438	41.135	17745
-84.909	42.871	48875
-97.374	32.619	76123
-93.237	44.982	55414
-112.350	33.443	85338
-81.814	35.024	29330
-86.376	34.104	35952
-75.647	39.644	19701
-85.923	41.635	46517
-81.638	41.520	44103
-83.986	43.465	48603
-72.318	42.953	3431
-85.120	42.756	48897
-85.837	31.817	36005
-89.224	38.010	62832
-122.737	44.391	97386
-80.219	39.462	26554
-120.934	37.689	95355
-72.690	41.698	6109
-76.734	38.989	20715
-72.366	41.662	6248
-80.261	25.946	33056
-96.677	33.023	75074
-118.350	33.935	90304
-109.583	36.155	86503
-93.536	47.223	55744
-122.314	47.192	98371
-94.920	39.320	66048
-75.351	40.312	18964
-97.982	26.148	78596
-81.297	28.787	32771
-103.063	44.137	57719
-122.001	37.555	94536
-73.736	40.802	11023
-83.186	43.226	48461
-77.202	40.173	17015
-112.231	33.414	85043
-89.410	40.709	61571
-71.311	42.647	1852
-97.387	27.976	76401
-80.646	32.892	29488
-86.415	35.488	37160
-86.932	30.466	32566
-120.800	37.526	95316
-81.021	29.240	32118
-71.269	41.686	2809
-77.014	38.999	20910
-123.258	39.794	95428
-90.461	30.545	70404
-95.877	36.149	74112
-110.052	34.244	85937
-116.553	43.608	83651
-75.392	42.926	13480
-81.707	41.489	44113
-95.128	29.689	77536
-76.150	43.030	13205
-88.509	38.766	62858
-80.120	25.948	33160
-75.173	39.976	19121
-88.822	35.620	38301
-96.082	33.090	75402
-86.139	39.600	46143
-103.666	41.830	69341
-119.145	46.237	99301
-84.497	38.057	40508
-90.561	38.741	63303
-96.836	32.745	75208
-122.234	37.819	94611
-86.358	35.569	37183
-96.742	32.974	75080
-96.749	32.822	75214
-112.290	33.431	85323
-78.403	37.267	23901
-88.017	41.896	60148
-121.942	38.343	95687
-117.777	33.537	92651
-105.078	40.397	80537
-121.495	38.628	95834
-82.997	40.003	43201
-121.755	36.908	95076
-92.437	44.973	54015
-85.753	38.405	47172
-99.336	38.877	67601
-81.938	41.372	44138
-122.141	37.905	94549
-71.306	42.645	1852
-82.281	35.040	29651
-117.839	34.133	91741
-86.961	33.413	35020
-96.741	32.774	75210
-117.106	32.777	92108
-82.871	40.055	43230
-79.816	36.039	27406
-122.410	37.787	94102
-78.965	43.029	14072
-74.189	39.960	8753
-117.804	33.733	92780
-82.444	27.094	34285
-123.085	44.008	97405
-117.374	48.860	99153
-81.849	40.297	43812
-81.660	38.328	25314
-106.338	31.781	79925
-80.860	34.166	29045
-84.946	35.487	37321
-77.618	38.793	20155
-111.828	33.408	85210
-117.895	33.727	92704
-122.300	47.904	98275
-83.202	42.871	48370
-83.943	35.824	37853
-87.608	46.500	49866
-72.778	41.555	6450
-75.604	40.209	19465
-87.690	41.776	60629
-121.944	45.343	97055
-90.745	30.398	70754
-74.395	40.436	8816
-80.443	41.394	16125
-115.290	36.062	89148
-93.233	44.956	55406
-74.243	40.375	7751
-87.657	41.856	60608
-78.944	40.639	15728
-73.918	40.846	10453
-82.107	41.361	44035
-111.777	40.450	84004
-106.893	44.572	82842
-81.538	41.073	44307
-73.565	40.748	11590
-116.421	46.472	83545
-85.291	34.889	30707
-90.752	29.631	70364
-93.258	44.986	55414
-111.705	40.230	84601
-76.016	42.118	13760
-116.892	47.333	83851
-76.579	39.295	21224
-82.702	34.886	29671
-87.602	41.653	60827
-111.939	41.003	84037
-100.471	43.307	69201
-120.325	46.380	98948
-118.037	33.843	90623
-76.825	40.565	17023
-87.687	30.406	36535
-75.090	40.283	18925
-97.306	32.758	76111
-84.714	33.658	30135
-86.298	42.043	49111
-122.330	40.358	96022
-85.637	36.170	38544
-96.791	32.852	75225
-75.305	39.982	19083
-81.176	36.137	28697
-94.112	34.901	72958
-75.750	43.082	13032
-76.889	38.903	20785
-98.635	29.400	78222
-81.352	28.279	34744
-106.416	31.768	79905
-84.733	30.566	32330
-74.937	40.087	19020
-111.948	33.635	85254
-158.133	61.867	99575
-82.014	40.128	43821
-81.014	32.042	31410
-111.594	37.770	84726
-122.376	47.671	98107
-118.438	34.166	91401
-87.730	41.906	60651
-95.667	44.622	56229
-76.179	36.895	23455
-98.538	29.395	78226
-119.028	35.356	93304
-118.309	46.063	99362
-85.655	41.566	46543
-83.001	43.838	48413
-96.639	32.855	75043
-94.989	29.391	77568
-92.314	30.568	70524
-89.749	40.788	61528
-72.649	41.985	6078
-86.185	39.833	46208
-75.236	40.763	18040
-83.082	43.021	48444
-90.188	38.570	62206
-80.542	34.050	29128
-111.973	40.663	84118
-80.211	25.772	33130
-88.453	44.208	54952
-84.644	41.934	49242
-87.855	42.612	53144
-123.332	42.459	97526
-93.384	44.533	55088
-121.332	38.761	95747
-82.641	30.217	32055
-119.802	36.714	93776
-89.068	44.345	54981
-119.268	36.310	93292
-72.883	41.596	6489
-88.129	44.543	54155
-87.722	41.963	60625
-122.059	47.150	98321
-97.685	46.441	58054
-86.191	34.288	35951
-78.877	42.900	14201
-71.843	42.442	1541
-96.925	30.174	78942
-93.042	44.892	55075
-94.144	36.304	72758
-82.123	29.192	34470
-71.146	42.866	3841
-104.957	39.863	80229
-80.626	41.076	44502
-123.321	45.064	97101
-77.376	37.518	23231
-87.428	30.963	32535
-93.501	34.028	71940
-122.319	40.625	96001
-84.856	32.525	31820
-118.213	34.069	90031
-81.202	41.582	44024
-80.135	26.168	33334
-96.230	33.065	75135
-97.207	33.008	76262
-91.503	41.644	52240
-71.300	42.310	2481
-85.259	34.037	30125
-82.143	38.048	25524
-109.285	34.108	85938
-91.063	31.093	39631
-75.612	39.687	19714
-87.195	41.188	46310
-80.672	41.014	44512
-80.881	35.224	28266
-122.095	37.395	94040
-117.889	33.888	92831
-71.588	43.268	3303
-81.504	28.549	32818
-80.985	32.488	29936
-87.514	41.634	46327
-74.195	40.100	8701
-74.474	39.490	8205
-78.820	34.325	28431
-84.156	35.914	37932
-94.583	38.094	64752
-75.905	43.962	13601
-76.782	41.199	17756
-70.543	43.649	4093
-93.700	32.460	71105
-117.937	34.028	91744
-73.868	43.003	12020
-73.192	42.885	5201
-108.770	35.660	87325
-79.237	34.687	28372
-117.528	34.107	91739
-123.035	44.889	97302
-118.268	34.019	90011
-77.675	38.269	22553
-120.433	34.866	93455
-95.239	29.658	77501
-100.782	46.793	58504
-82.819	27.852	33776
-83.371	37.560	41339
-98.453	29.743	78163
-95.455	29.866	77088
-112.004	33.589	85028
-73.949	40.726	11222
-72.779	41.285	6405
-80.024	40.464	15212
-104.904	40.474	80550
-74.509	39.408	8232
-134.566	58.389	99801
-97.287	32.732	76105
-89.912	38.422	62243
-118.269	33.915	90061
-97.134	34.193	73401
-74.382	40.650	7076
-84.922	41.194	46743
-87.641	41.830	60609
-122.091	47.917	98290
-118.055	34.065	91733
-97.843	30.254	78735
-77.360	38.648	22193
-89.369	43.095	53704
-92.462	31.295	71301
-110.936	32.323	85718
-97.646	37.390	67031
-76.679	39.342	21215
-119.314	36.337	93291
-84.911	40.835	46733
-80.461	40.420	15021
-90.586	41.424	61201
-93.907	36.929	65708
-73.845	40.671	11417
-96.037	29.615	77485
-82.097	33.305	30815
-122.169	47.455	98058
-74.009	40.791	7093
-104.959	39.951	80602
-100.677	46.092	58538
-87.536	33.128	35405
-111.891	40.516	84020
-96.044	35.944	74041
-81.402	40.800	44708
-87.256	30.474	32505
-75.200	40.152	19034
-96.695	29.291	77964
-124.032	40.951	95519
-81.596	41.547	44108
-84.393	33.681	30315
-97.768	30.296	78703
-111.918	33.349	85284
-81.779	41.456	44111
-71.322	41.467	2840
-106.047	35.992	87567
-97.408	34.821	73057
-87.465	37.166	42442
-95.756	34.956	74502
-97.348	30.978	76554
-82.991	40.025	43224
-122.513	45.519	97233
-116.965	32.646	91915
-83.358	41.587	43412
-85.388	40.176	47302
-95.213	29.847	77044
-80.377	41.404	16125
-76.903	39.005	20770
-82.533	43.266	48450
-75.222	39.954	19139
-93.091	44.739	55068
-81.047	35.869	28678
-85.794	33.282	36251
-96.743	32.950	75080
-95.817	36.056	74012
-82.325	28.141	33647
-73.908	40.819	10456
-111.946	48.170	59425
-97.842	30.391	78730
-73.913	40.779	11105
-75.913	40.353	19604
-83.300	42.314	48127
-122.085	37.636	94544
-93.274	45.174	55448
-73.688	42.428	12184
-122.469	37.661	94015
-71.108	42.534	1867
-117.256	33.761	92570
-104.739	38.816	80916
-73.923	40.866	10034
-95.464	29.685	77096
-72.602	42.159	1013
-101.301	48.226	58701
-120.263	46.406	98953
-119.853	47.244	98848
-117.978	33.926	90604
-79.753	36.148	27405
-76.532	39.277	21222
-86.747	40.881	47925
-111.940	40.805	84116
-72.916	41.823	6019
-94.467	37.100	64801
-96.794	32.810	75204
-80.735	36.396	27017
-94.998	42.605	50568
-73.993	41.922	12401
-75.867	41.291	18704
-85.191	35.190	37343
-91.064	40.236	62316
-77.890	34.179	28412
-73.839	40.881	10466
-72.874	42.627	1339
-84.569	42.686	48910
-115.194	36.254	89031
-71.084	42.316	2121
-74.596	39.315	8244
-80.311	25.885	33014
-84.603	40.846	45891
-76.611	39.223	21225
-122.268	40.480	96007
-92.471	44.023	55902
-87.955	41.497	60451
-74.213	40.678	7208
-88.654	37.042	42003
-85.589	44.767	49686
-119.700	39.529	89434
-74.207	40.904	7512
-90.891	30.219	70737
-88.708	34.120	38868
-97.299	37.779	67219
-74.222	40.393	7747
-122.122	47.370	98042
-117.828	34.097	91773
-84.198	34.105	30005
-83.620	42.172	48197
-76.859	39.168	21046
-76.499	42.440	14851
-95.848	36.160	74116
-121.991	37.976	94521
-118.321	34.198	91504
-73.967	42.697	12085
-118.433	37.360	93514
-82.500	33.457	30824
-122.033	37.933	94518
-87.668	41.983	60660
-78.944	37.053	24528
-93.835	41.638	50323
-95.504	29.601	77489
-73.468	40.817	11797
-87.895	41.783	60525
-83.052	42.351	48201
-88.911	37.906	62896
-121.143	38.809	95650
-122.834	45.538	97006
-97.669	31.060	76548
-81.439	28.605	32808
-117.869	33.879	92870
-87.959	41.888	60126
-94.761	38.874	66062
-82.834	38.623	45629
-84.259	33.728	30032
-86.245	39.816	46224
-80.719	35.128	28105
-84.892	33.037	30241
-86.771	40.740	47960
-80.193	40.256	15317
-80.185	26.094	33312
-98.096	30.101	78676
-81.464	28.241	34746
-84.907	43.595	48858
-74.829	40.655	8833
-84.197	40.037	45373
-78.499	38.074	22901
-84.341	33.976	30328
-73.748	42.664	12210
-66.166	18.414	960
-82.126	39.593	43730
-94.302	37.161	64836
-94.155	45.558	56301
-111.325	34.239	85541
-87.638	41.597	60426
-108.522	39.048	81503
-92.783	42.574	50665
-91.885	39.164	65265
-74.228	40.746	7106
-75.501	39.916	19331
-88.343	42.193	60014
-97.891	30.094	78610
-98.338	32.090	76446
-118.322	34.015	90008
-76.594	38.779	20779
-87.890	42.581	53144
-122.214	37.481	94063
-95.152	36.649	74301
-97.524	38.201	67107
-89.625	44.937	54403
-101.004	32.581	79527
-122.284	37.771	94501
-82.195	41.434	44052
-102.650	32.716	79360
-88.833	43.836	54971
-100.474	28.698	78852
-73.655	43.302	12801
-74.966	39.689	8094
-76.694	39.359	21215
-74.915	40.155	19047
-120.465	34.709	93438
-85.945	41.632	46517
-116.846	32.861	92021
-118.182	33.962	90201
-121.392	38.438	95624
-75.430	38.917	19963
-117.792	33.756	92780
-122.430	37.763	94114
-86.393	35.873	37129
-92.093	32.437	71202
-95.344	30.195	77302
-69.779	44.332	4330
-74.895	39.870	8053
-75.612	39.957	19380
-81.175	28.882	32738
-78.943	35.970	27707
-89.638	30.659	39426
-74.939	40.290	18940
-89.878	39.284	62626
-76.318	37.034	23663
-74.653	40.496	8844
-73.532	41.062	6902
-85.217	33.953	30125
-75.278	39.914	19023
-111.958	33.313	85226
-112.134	33.393	85041
-83.062	42.422	48212
-118.855	46.662	99326
-116.571	48.282	83864
-94.280	37.502	64759
-122.303	47.640	98112
-72.817	41.450	6492
-105.230	35.593	87701
-73.199	41.186	6604
-79.142	37.390	24501
-81.854	41.418	44135
-109.410	38.651	84532
-111.713	43.970	83445
-123.108	44.035	97405
-119.753	36.601	93725
-87.705	42.002	60645
-85.640	39.001	47265
-87.668	41.810	60609
-92.221	32.341	71292
-78.458	42.079	14760
-112.187	34.643	86314
-100.323	28.515	78852
-78.833	42.898	14212
-74.308	42.666	12157
-83.021	42.503	48093
-72.526	41.781	6040
-96.687	43.501	57103
-75.297	39.885	19074
-90.091	38.635	62204
-83.509	41.640	43605
-90.137	30.456	70433
-122.841	47.413	98528
-75.116	39.871	8031
-110.865	32.199	85711
-83.929	36.085	37938
-96.648	40.763	68516
-110.962	39.328	84528
-83.319	42.359	48150
-77.575	42.948	14472
-104.625	38.253	81004
-94.735	38.907	66213
-83.584	41.750	48182
-76.759	38.488	20622
-72.649	42.338	1060
-97.741	30.189	78744
-72.752	41.746	6107
-93.972	45.066	55390
-86.124	30.742	32433
-117.027	32.765	91942
-106.063	35.999	87532
-76.736	42.173	14816
-119.127	35.363	93312
-122.110	37.420	94303
-94.961	38.498	66064
-89.575	40.707	61603
-98.535	29.521	78230
-117.973	34.000	91745
-122.304	47.846	98037
-81.263	35.756	28601
-92.741	44.967	54016
-73.109	44.468	5495
-87.779	34.643	35674
-77.435	34.524	28460
-156.335	20.823	96768
-83.328	34.581	30577
-83.436	42.400	48170
-92.841	46.181	55735
-90.513	41.496	61265
-73.860	41.326	10547
-79.914	34.227	29532
-73.969	40.631	11230
-71.455	42.984	3103
-100.802	36.405	79070
-117.785	34.035	91766
-85.619	45.128	49670
-83.283	42.318	48128
-88.009	41.798	60515
-78.903	42.941	14207
-79.117	34.496	28340
-75.315	39.900	19070
-116.301	33.731	92253
-116.448	33.943	92240
-78.836	42.907	14211
-113.627	37.143	84770
-84.686	31.467	39813
-118.389	34.012	90232
-106.674	35.270	87124
-117.810	33.860	92807
-87.839	42.119	60062
-104.796	39.373	80104
-117.878	34.099	91722
-82.521	40.732	44907
-104.706	47.111	59330
-89.164	42.274	61102
-83.223	42.336	48228
-98.468	29.439	78208
-120.993	39.010	95722
-119.718	36.859	93611
-118.711	34.280	93063
-82.717	28.231	34652
-80.038	40.494	15214
-122.298	37.808	94607
-68.035	46.970	4736
-73.609	40.675	11510
-89.447	43.003	53711
-78.818	42.932	14215
-75.227	39.924	19142
-71.660	42.828	3055
-97.430	32.362	76033
-74.998	42.078	13755
-87.636	41.899	60610
-84.561	40.553	45822
-74.088	41.122	10952
-71.452	41.862	2904
-82.191	38.428	25545
-87.943	42.924	53154
-97.690	30.537	78627
-75.491	40.073	19301
-122.295	38.309	94558
-83.385	35.180	28734
-78.753	36.139	27509
-79.818	34.170	29501
-73.174	41.192	6608
-82.716	28.017	33761
-83.403	42.167	48164
-71.444	42.529	1460
-72.789	41.455	6492
-77.732	39.158	21032
-86.014	39.965	46038
-110.869	32.181	85708
-82.993	39.707	43103
-112.117	33.492	85017
-84.408	39.515	45044
-73.238	44.501	5408
-78.167	38.914	22630
-90.220	32.345	39213
-117.681	34.077	91763
-96.958	40.623	68333
-92.661	33.310	71759
-82.664	28.310	34654
-92.691	39.150	65248
-74.134	40.774	7032
-88.091	42.225	60047
-82.291	27.934	33511
-70.236	44.095	4210
-96.275	47.880	56750
-75.408	40.926	18322
-86.585	32.101	36047
-77.040	38.918	20009
-78.087	37.720	23063
-122.074	37.662	94542
-73.808	41.198	10562
-77.613	43.171	14605
-96.681	35.242	74818
-118.121	33.893	90706
-80.322	33.617	29148
-89.676	37.311	63701
-71.008	42.386	2128
-118.284	34.252	91042
-80.561	40.614	26034
-92.625	31.927	71483
-120.014	47.839	98816
-77.577	40.713	17063
-95.434	30.207	77387
-79.720	41.645	16354
-74.698	40.321	8543
-81.549	41.315	44067
-101.791	35.240	79107
-72.305	43.649	3784
-73.920	40.835	10452
-85.253	33.538	30108
-147.532	64.825	99701
-97.407	32.864	76179
-118.238	34.145	91205
-123.292	44.593	97330
-87.982	46.370	49879
-95.341	29.226	77534
-123.203	45.115	97101
-118.290	33.933	90044
-97.204	31.540	76710
-80.397	26.067	33332
-74.326	40.454	8859
-77.556	43.176	14609
-85.526	42.801	49316
-86.618	30.407	32548
-95.984	29.819	77466
-104.996	39.645	80110
-73.277	40.839	11788
-121.978	37.292	1400
-75.162	39.834	8096
-73.979	40.639	11218
-90.065	29.960	70116
-89.137	31.693	39441
-85.150	34.288	30161
-117.068	32.994	92128
-91.653	41.972	52401
-111.827	41.822	84335
-74.128	41.009	7463
-85.176	41.045	46809
-104.701	40.352	80645
-83.649	41.060	45840
-95.485	29.707	77081
-82.094	41.467	44054
-104.896	39.589	80112
-81.738	41.416	44129
-96.418	39.706	66427
-69.628	43.864	4538
-118.053	33.814	90630
-87.735	41.878	60624
-70.551	44.553	4276
-95.361	38.071	66015
-79.114	37.456	24572
-72.499	42.375	1002
-93.010	39.090	65340
-75.167	39.941	19146
-90.117	31.546	39654
-82.509	42.709	48039
-88.345	36.799	42025
-74.418	40.870	7054
-78.621	38.486	22849
-92.470	35.077	72034
-93.174	44.955	5510
-106.349	31.712	79907
-81.739	30.309	32205
-90.035	35.137	38104
-87.930	41.603	60491
-106.665	35.115	87107
-76.740	39.336	21207
-92.729	32.744	71235
-72.792	41.392	6472
-90.031	29.904	70056
-84.364	39.180	45243
-80.390	26.084	33331
-86.003	41.915	49031
-76.809	39.373	21133
-122.540	45.512	97216
-84.200	30.517	32309
-79.655	41.933	16407
-82.425	27.544	34219
-111.733	33.415	85205
-75.105	39.932	8103
-69.780	44.218	4345
-117.027	32.980	92064
-122.412	37.614	94066
-82.464	35.319	28791
-73.207	41.173	6605
-84.005	42.306	48118
-94.569	37.175	64834
-72.484	42.125	1129
-87.670	41.882	60612
-83.471	36.051	37725
-89.548	44.489	54481
-86.865	36.115	37205
-90.766	38.484	63069
-81.842	40.663	44627
-95.118	32.145	75789
-96.735	32.921	75243
-118.343	33.908	90250
-106.594	35.123	87110
-98.404	40.931	68803
-114.372	42.533	83341
